0.474926253687316
2454887.7398140048608184 18.6657906 0.0765043 0
2454887.7406988427974284 18.5561848 0.0692346 0
2454887.7416172455996275 18.6986771 0.0787951 0
2454887.7425315971486270 18.7240505 0.0783151 0
2454887.7434355323202908 18.6403008 0.0736531 0
2454887.7444280092604458 18.8050060 0.0845824 0
2454887.7453365740366280 18.6699486 0.0774752 0
2454887.7462584492750466 18.6849365 0.0751461 0
2454887.7471716436557472 18.7689571 0.0828382 0
2454887.7480946760624647 18.7523937 0.0816352 0
2454887.7490032408386469 18.6155319 0.0700382 0
2454887.7499204860068858 18.6600971 0.0737334 0
2454887.7508365740068257 18.7087746 0.0812546 0
2454887.7517543979920447 18.7807980 0.0853953 0
2454887.7526531252078712 18.7689171 0.0819842 0
2454887.7535726851783693 18.6830273 0.0769538 0
2454887.7544905091635883 18.6864910 0.0767240 0
2454887.7554083331488073 18.7026653 0.0824188 0
2454887.7563325231894851 18.7788544 0.0850541 0
2454887.7572474535554647 18.6961575 0.0871766 0
2454887.7581785880029202 18.6718616 0.0873982 0
2454887.7590917823836207 18.5463257 0.0760888 0
2454887.7600171295925975 18.6874485 0.0818350 0
2454887.7618961804546416 18.7266140 0.0876242 0
2454887.7627902776002884 18.7903118 0.0861131 0
2454887.7637017359957099 18.7024746 0.0847181 0
2454887.7646328704431653 18.5499077 0.0708052 0
2454887.7655541668646038 18.7324123 0.0929928 0
2454887.7664656247943640 18.6526337 0.0865155 0
2454887.7674204860813916 18.7040182186335 99 1
2454887.7683498840779066 18.8695259 0.1077630 0
2454887.7693741898983717 18.7040182186335 99 1
2454887.7705530091188848 18.7040182186335 99 1
2454887.7714465279132128 18.7260685 0.0902593 0
2454887.7723736111074686 18.7040182186335 99 1
2454887.7732908562757075 18.4305916 0.0729096 0
2454887.7742555555887520 18.8350544 0.1089633 0
2454887.7751803239807487 18.7040182186335 99 1
2454887.7761074071750045 18.7040182186335 99 1
2454887.7770414352416992 18.6606903 0.1010931 0
2454887.7779604168608785 18.7306080 0.0931424 0
2454887.7788863424211740 18.7931557 0.1046417 0
